Project Name,Name,Description,Ontology Description,Scenario,Competency Question,SPARQL Query,Dataset,Link
HCI,1-A conceptualisation of multiparty interaction,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/9d6ebcea0fa04f0195ce45aff1fbf14ccd27bf9f/hci/references/1-A%20conceptualisation%20of%20multiparty%20interaction.pdf
HCI,2-Applying knowledge management in UI design process,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/9d6ebcea0fa04f0195ce45aff1fbf14ccd27bf9f/hci/references/2-Applying%20knowledge%20management%20in%20UI%20design%20process.pdf
HCI,3-1-Ontology_to_Support_Web_Design_Activitie,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/3-1-Ontology_to_Support_Web_Design_Activitie.pdf
HCI,3-2-User interface design guidelines arrangement in a recommender system with frame ontology,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/3-2-User%20interface%20design%20guidelines%20arrangement%20in%20a%20recommender%20system%20with%20frame%20ontology.pdf
HCI,4-A framework for adapting interactive systems to user behavior,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/4-A%20framework%20for%20adapting%20interactive%20systems%20to%20user%20behavior.pdf
HCI,5-Towards the formalization of interaction semantics,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/5-Towards%20the%20formalization%20of%20interaction%20semantics.pdf
HCI,6-Engineering accessible web applications. An aspect-oriented approach,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/6-Engineering%20accessible%20web%20applications.%20An%20aspect-oriented%20approach.pdf
HCI,7-Ontological model driven GUI development- User interface ontology approach,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/7-Ontological%20model%20driven%20GUI%20development-%20User%20interface%20ontology%20approach.pdf
HCI,8-Ontology-driven elicitation of multimodal user interface design recommendations,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/8-Ontology-driven%20elicitation%20of%20multimodal%20user%20interface%20design%20recommendations.pdf
HCI,9-Gesture ontology for informing service-oriented architecture,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/9-Gesture%20ontology%20for%20informing%20service-oriented%20architecture.pdf
HCI,10-Exploiting the user interaction context for automatic task detection,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/10-Exploiting%20the%20user%20interaction%20context%20for%20automatic%20task%20detection.pdf
HCI,11-Interacting with linked data via semantically annotated widgets,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/11-Interacting%20with%20linked%20data%20via%20semantically%20annotated%20widgets.pdf
HCI,12-1A knowledge-based approach to the user-centered design process,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/12-1A%20knowledge-based%20approach%20to%20the%20user-centered%20design%20process.pdf
HCI,13-2-Use of ontologies in modeling persona,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/13-2-Use%20of%20ontologies%20in%20modeling%20persona.pdf
HCI,14-Bridging the HASM- An OWL ontology for modeling the information pathways in haptic interfaces software,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/14-Bridging%20the%20HASM-%20An%20OWL%20ontology%20for%20modeling%20the%20information%20pathways%20in%20haptic%20interfaces%20software.pdf
HCI,15-Requirements recovery using ontology model for capturing end-to-end interaction of proven application software,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/15-Requirements%20recovery%20using%20ontology%20model%20for%20capturing%20end-to-end%20interaction%20of%20proven%20application%20software.pdf
HCI,16-Building profiles based on ontology for recommendation custom interfaces,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/16-Building%20profiles%20based%20on%20ontology%20for%20recommendation%20custom%20interfaces.pdf
HCI,17-A user’s feedback ontology for context-aware i,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/9d6ebcea0fa04f0195ce45aff1fbf14ccd27bf9f/hci/references/17-A%20user%E2%80%99s%20feedback%20ontology%20for%20context-aware%20interaction.pdf 
HCI,18-Application of evolutionary algorithms in interaction design- From requirements and ontology to optimized web interface,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/18-Application%20of%20evolutionary%20algorithms%20in%20interaction%20design-%20From%20requirements%20and%20ontology%20to%20optimized%20web%20interface.pdf
HCI,19-Ontological interaction modeling and semantic rule-based reasoning for user interface adaptation,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/19-Ontological%20interaction%20modeling%20and%20semantic%20rule-based%20reasoning%20for%20user%20interface%20adaptation.pdf 
HCI,21-Ontology design for automatic evaluation of web user interface usability,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/21-Ontology%20design%20for%20automatic%20evaluation%20of%20web%20user%20interface%20usability.pdf
HCI,22-Accessibility and activity-centered design for ICT users- Accesibilitic ontology,,,,"What is an interactive computer system?
What is an interactive software system?
What is a complex interactive computer system?
What does make up the user interface of an interactive computer system?
What is a User?
How can a user interact in human–computer interactions?
Considering intentionality, how can a user interact with an interactive computer system?
Why does a user intentionally interact with an interactive computer system?
What does make up a complex user participation?
What is a human–computer interaction?
Considering the human–computer interaction, how can a user participation cause another user participation?
How is a user input processed by an interactive computer system?
How does a user receive an output from an interactive computer system?
How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?
How does a user evaluate if his/her goal was achieved in a human–computer interaction?",,,https://github.com/XueliPan/GenCQs/blob/main/hci/references/22-Accessibility%20and%20activity-centered%20design%20for%20ICT%20users-%20Accesibilitic%20ontology.pdf
RE,1_The_Future_of_Empirical_Methods_in_Software_Engineering_Research,,,,"How has the proportion of empirical studies evolved over time?
How often are which empirical methods used over time?
Which sub-fields of SE and RE do the empirical studies cover over time?
How do the authors justify the lack of a proper study?
How has the proportion of papers that do not have an empirical study evolved over time?
How many empirical studies are by authors working for large software development companies?
How has the proportion of studies by authors working for large software development companies evolved over time?
How has building on previous research data and results, including from other disciplines, evolved over time?
How do the authors justify the selection and combination of empirical methods and design elements?
How often are which empirical methods used?
How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?
How has the proportion of replications evolved over time?
How has the use of triangulation for research design evolved over time?
How often are those who conduct the studies also the authors of the papers?
How do the authors justify preventing bias in the study results?
How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?
How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?
How often are which statistical methods used?
How has the use of statistical methods evolved over time?
Do authors report that assumptions and limitations of statistical methods are met before using them?
How has the definition of the population evolved over time?
How has the use of power analysis and effect size estimation evolved over time?
How has the reporting of threats to validity evolved over time?
What types of threats to validity do the authors report?
How has the use of theories for a diverse and reflective generalization of study results evolved over time?
How have the proportions of case studies and action research in the empirical methods used evolved over time?
How has the reporting of the subjects evolved over time?
How has the reporting of the objects of study / treatments evolved over time?
How has the reporting of the tasks evolved over time?
How has the reporting of the setting evolved over time?
Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?
How has the the reporting of the population evolved over time?
How has the reporting of the context evolved over time?
Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?
Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?
Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?
Do the authors report the selected context of their study with specific characteristics?
Does the research design allow for efficient reuse of study (results) by other researchers?
How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?
How has the reporting of research questions and answers evolved over time?
How has the use of language (academic vs. plain) in scientific publications evolved over time?
Do the authors use a well defined taxonomy for their research design?
Do the authors use other channels to publish their results for making them available to industrial users?
What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?
How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?
Have the authors done a systematic review of related work?
How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?
How many publications are analyzed in (systematic literature) reviews?
Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?
Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?
Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?
Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?
Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?
Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?
How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?
Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?
How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?
Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?
What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?
How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?
How many different empirical methods are used per publication?
How has the number of empirical methods used per publication evolved over time?
Which methods are used to synthesize evidence from data of different empirical methods?
How many studies incorporate theories?
How has the incorporation of theories in studies evolved over time?
For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?
What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?
How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?
How many theories from the SE and RE are there?
How has the number of theories from SE and RE evolved over time?
On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])
What is the proportion of each of the three levels of sophistication for theories from SE and RE?
How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?
Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?
How often are standards used to describe the theories incorporated?
How has the use of standards to describe the theories incorporated evolved over time?
Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?",,,https://github.com/XueliPan/GenCQs/blob/main/re/references/1_The_Future_of_Empirical_Methods_in_Software_Engineering_Research.pdf
RE,2_An Analysis of Empirical Requirements Engineering Survey Data,,,,"How has the proportion of empirical studies evolved over time?
How often are which empirical methods used over time?
Which sub-fields of SE and RE do the empirical studies cover over time?
How do the authors justify the lack of a proper study?
How has the proportion of papers that do not have an empirical study evolved over time?
How many empirical studies are by authors working for large software development companies?
How has the proportion of studies by authors working for large software development companies evolved over time?
How has building on previous research data and results, including from other disciplines, evolved over time?
How do the authors justify the selection and combination of empirical methods and design elements?
How often are which empirical methods used?
How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?
How has the proportion of replications evolved over time?
How has the use of triangulation for research design evolved over time?
How often are those who conduct the studies also the authors of the papers?
How do the authors justify preventing bias in the study results?
How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?
How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?
How often are which statistical methods used?
How has the use of statistical methods evolved over time?
Do authors report that assumptions and limitations of statistical methods are met before using them?
How has the definition of the population evolved over time?
How has the use of power analysis and effect size estimation evolved over time?
How has the reporting of threats to validity evolved over time?
What types of threats to validity do the authors report?
How has the use of theories for a diverse and reflective generalization of study results evolved over time?
How have the proportions of case studies and action research in the empirical methods used evolved over time?
How has the reporting of the subjects evolved over time?
How has the reporting of the objects of study / treatments evolved over time?
How has the reporting of the tasks evolved over time?
How has the reporting of the setting evolved over time?
Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?
How has the the reporting of the population evolved over time?
How has the reporting of the context evolved over time?
Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?
Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?
Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?
Do the authors report the selected context of their study with specific characteristics?
Does the research design allow for efficient reuse of study (results) by other researchers?
How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?
How has the reporting of research questions and answers evolved over time?
How has the use of language (academic vs. plain) in scientific publications evolved over time?
Do the authors use a well defined taxonomy for their research design?
Do the authors use other channels to publish their results for making them available to industrial users?
What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?
How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?
Have the authors done a systematic review of related work?
How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?
How many publications are analyzed in (systematic literature) reviews?
Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?
Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?
Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?
Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?
Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?
Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?
How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?
Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?
How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?
Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?
What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?
How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?
How many different empirical methods are used per publication?
How has the number of empirical methods used per publication evolved over time?
Which methods are used to synthesize evidence from data of different empirical methods?
How many studies incorporate theories?
How has the incorporation of theories in studies evolved over time?
For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?
What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?
How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?
How many theories from the SE and RE are there?
How has the number of theories from SE and RE evolved over time?
On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])
What is the proportion of each of the three levels of sophistication for theories from SE and RE?
How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?
Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?
How often are standards used to describe the theories incorporated?
How has the use of standards to describe the theories incorporated evolved over time?
Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?",,,https://github.com/XueliPan/GenCQs/blob/main/re/references/2_An%20Analysis%20of%20Empirical%20Requirements%20Engineering%20Survey%20Data.pdf
